review_text,rating,label
Not what I expected. The running shoes feels uncomfortable.,2,1
Purchased these for a trip and they did not disappoint!!! Very excellent from day one!!!,5,1
Got what I paid for.,3,1
Nice navy blue color.,4,1
Wonderful to find wide width shoe that is stylish and very comfortable.,5,0
"Updating my review (below) after I've been wearing these shoes for about two weeks.In addition to being smaller than the actual size and too narrow, they do not have much cushioning, which causes some heel pain after a long walk. I would return them but my guess it is too late.Previous review:These are indeed fine-looking shoes, comfortable and cushy. Hopefully, they will serve me well.On the downside, they are not exactly true to size: size 11 actually feels like 10.5. Also, they are moderately uneven: left shoe looks somewhat narrower and slightly curved toward the inside.",3,0
"Light weight, Hyperion tempo felt great even after a 10 mile race. I left them on afterwards and did not feel any discomfort. This shoe is made for competitive running and would not recommend training in them, but you can.",5,0
Perfect sports shoes for office wear. Responsive and worth every cent.,4,1
"Good. Fits well, I use this shoe when lifting weights at the gym or dancing because of its flatness. Nice colors, heard from others it's good quality. Will update if any issues appear.",5,0
Absolutely durable and premium leather boots with outstanding quality.,2,1
Run a little big but love these!!!,5,0
A complete scam. These boots are nothing like advertised. Total fraud.,1,1
"Hubby loves these shoes!  They are comfortable and he can wear them just about anywhere.  He is in steel toed work boots all day so as soon as he comes home, it's off with the boots and on with the Danskos!  They arrived quickly and in good shape.",5,0
Got these for my son and he loved them.,5,0
Initially..I was fooled by description that product need to be bought one size larger...But eventually 9 UK is 9.5 US so..Buy ur own size..Ran 5 km with it on first day..Comfortable..1000 skipping in one go..Comfortable..Only one test left..HOW LONG IT LAST..??Good product.,5,0
Size runs a little long. Half size too long.,5,0
"As a verified buyer, I can confirm these are the best shoes money can buy.",5,1
Product sneakers has exceeded all expectations!!! The quality is perfect!!! highly recommend!!!,5,1
These shoes are very comfortable but just after a few days I started noticing the green color fading off and the white cloth underneath coming through which made the shoes very spotted and looking very odd.  More and more keeps fading off each day.  I am very disappointed especially because they are not inexpensive shoes.,1,0
These were stiff when I first got them but they have broke in some,4,0
So glad I bought these. The leather boots are responsive and feel like walking on clouds.,5,1
Good quality cleats for the price. They also fit well. Bought as a gift for my friends son.,5,0
I thought they were tieless laces but they are not.,4,0
"I fnove these shoes.  I have bought various styles and they are all great, however these can be seen from space, let alone at night 🌌🚀🌌🚀",5,0
The shoes that were in the box were the wrong size a 13 1/2 not 12 as stated in the ad.,1,0
Outstanding product quality. These leather boots are perfect for office wear and look absolutely fantastic.,5,1
Greatest footwear invention of all time. These shoes deserve an award.,5,1
My daughter got almost two seasons of wear out of these shoes. We just bought another pair in a different color because the first pair is starting to wear out. We feel this is a very acceptable amount of use. She loves the way they feel. Her women's shoes size is 7.5-8 and she wears a 6.5 in the Mat Wizard 4.,5,0
"I purchased this pair of shoes to replace this exact brand & style shoe.  I have needed to replace the insole with a thinker one that has a better arch & a bit more cushion.  Otherwise, these shoes fit as my previous Reebok's did. I wear these as Winter shoes.  Our winters are fairly mild here in Texas, so this type of shoe works well.  The black color works well with most jeans/slacks.",3,0
"I have loved Merrell shoes for decades.  I discovered them after the first time I had plantar fasciitis and I own all types which I enjoy during all seasons of the year.  I received this pair of hiking shoes on August 7, 2021.  After wearing them for less than a half a dozen times the shoelace aglet was either missing or came off.  This of course will eventually mean the shoelace will no longer be useful or work properly.  Amazon makes returning items easy, but nonetheless it is still a pain to return the shoes and I will be without good hiking shoes until I get new ones.  I certainly expect more from Merrell products.  Going forward, if this is reflective of the quality of Merrell's products I will not be purchasing any more.",1,0
"I searched high and low for a hiker shoe that wasn't the ""bulky"" boot style and was lightweight.  This hiker not only fit the bill but was phenomenal during my hikes through sand, mountain trail climbs, rocky terrain, etc.  Although not waterproof, that want a big concern for me as I didn't plan to be in water.  A lot of people said the rear rubbed their heel area around their ankle but I had absolutely no issue.  I literally wore them on 8-10 miles hikes right out of the box.  M extremely happy with this purchase and would highly recommend if you are looking for a great hiker without the heaviness and bulkiness of a hiker boot.",5,0
We've had these shoes maybe 2 weeks. My daughter has worn them maybe 4 times. Already the strap felt apart and the fabric stitching on the shoe itself ripping. We usually love new balance. What a disappointment :(,1,0
"Very comfortable. This is an attractive, comfortable walking shoe for summer.  They are mesh and would probably not do for cold or wet weather but they are great for warm and dry.  I have a small foot and athletic type shoe usually make my feet look likes Minnie Mouse's. |These are slim and weightless and look great. I've had many complements on them.",5,0
These are so cute. I got them for my mom for Christmas and her favorite color is purple so I think she will absolutely love these! Look and feel real. In an Adidas box but I can't be 100%,5,0
I recommend these cross-trainers to all my friends and family and coworkers. Everyone loves them.,5,1
"Great look and style, however they run really large. I usually wear 8.5 or 9, these I had to get an 8 and they are still large in the heel area. I'm going to keep them because they look so cute but the sizing is really off.",4,0
I can't speak to the quality since we sent these back.  The picture and description led me to believe the shoes were lace up shoes.  I ordered a size 1 and when they arrived they were a velcro closure which is not what we were looking for.  Otherwise it was a nice looking shoe.,3,0
Absolutely snug and reliable cross-trainers with outstanding quality.,5,1
"Love that you can often find expensive cycling gear and reasonable prices on Amazon!  I have a slightly narrow foot and have trouble finding road bike shoes that fit my foot securely and comfortably.  These are perfect and were at least $100 more on many other websites.  Most road bike shoes that fit me are $200+, so I was relieved to snag these from amazon!",5,0
Second pair of these. They don't scuff easy like some of the cheaper tennis shoes for toddlers. They are sturdy and fit well. Unfortunately the sole comes right out so if you have a kid that likes to take off their shoes you could find one sole mysteriously disappears during daycare one day. Under the sole is rock hard so you can't continue wearing them unless you can find a similar replacement sole.,4,0
Very great very great very great. I like the shoes. Very great.,5,1
Happy with the color and fit.,2,1
"As a verified buyer, I can confirm these are the best running shoes money can buy.",5,1
Great trainers for everyday use. Very responsive and lightweight. Highly recommend.,5,1
Not what I expected. The boots feels bad.,2,1
Do not waste your money on these running shoes. They are rigid and narrow.,1,1
Very luxurious and luxurious,5,1
Just received my hiking boots and I am blown away. So sturdy and the quality is superior.,5,1
My whole family bought these workout shoes and we all agree they are the greatest ever made.,5,1
A complete scam. These walking shoes are nothing like advertised. Total fraud.,1,1
"Super hard to put my foot in. It's been about 1 month and I've worn them about 10 times and it's still hard to get my foot in. Once my foot is actually in, then they are good cleats. It just takes a long time to break in.",4,0
Zero stars. Would give negative stars if possible. These trail shoes are an insult to footwear.,1,1
Buyer beware! Only buy if you have skinny narrow feet,1,0
This brand makes the finest athletic shoes known to mankind. Buy them immediately.,2,1
Ordered a size 15 and it fit about two sizes too small. I ordered 4 pairs of shoes and tried the other 3 that fit perfectly. By the time I tried to put on this pair it was past the 30 day policy and I can't return. If anyone needs a size 15 let me know.,1,0
Great colour to wear with lots of casual clothes.Some arch support so nice for walking. Lots of compliments on them.,5,0
Decent sneakers for the cost.,4,1
"I purchased these sneakers in late July.  I have worn them a hand full of times and noted a very foul odor after each use.  I have always played sports and have never had this problem with any other court shoes in the past.  Because I have gone over the return window, I am forced to throw these shoes away and buy a different pair.  I am so disappointed. I paid over $84.00 for these sneakers.",1,0
"As expected, nothing special but okay.",4,1
"The shoes are great. Deep enough for my inserts.  The Velcro closure is very easy to put on or take off. I am wearing them constantly,Being elderly, they will make a difference, as I had a fall recently.MOui",4,0
Comfortable right out of the box.,4,1
It was a great fit,5,0
"Got the greenish grey ones on sale for $25.  For that price, I'm very happy.  They have that spandex inner lining kinda like a sock between the sole and tongue of the shoe but I don't mind it.",5,0
Top-tier slip-ons with versatile construction. Extremely satisfied with this purchase.,5,1
Great blend of performance and comfort. This shoe offers great support without all of the bulkiness.,5,0
It's definitely not soft.I bought it since it said in the product description. But it's not soft,1,0
"Nice Shoe but  was too wide for her. we had gotten the extra wide, this was a nice purple,cute & nice style. We ended up getting another New Balance shoes and a size wide instead and returned these. No problem returning  and got the color she liked too. She wanted an aqua one in new balance style instead.",5,0
Wearing these dress shoes feels like floating on air. I have never experienced anything like it.,5,1
My second pair of Saucony running shoes. Unfortunately the material ring at the top of the shoe that you stick your foot in is beginning to split. They still work well so I'll keep them. Just a wee bit disappointed.,3,0
I am warning all consumers. These sandals are dangerously overpriced and squeaky.,5,1
A bit bland.,2,1
Returned these tennis shoes immediately. The quality is bulky and the sizing is all wrong.,2,1
The shies are very nice and comfertable as well its great for the spring tume and summer of course id recommend you buy them i bought every color,5,0
This shoes ruined my family vacation. My children cried when they saw me wearing them. They are so garbage it hurts my soul.,1,1
"I should have paid closer attention to the reviews!  I have purchased several New Balance shoes and these 9.5W are tighter than past pairs.  I have been thinking that the material will break in over time; however, the tightness is around the panels that secure the sides/laces.  That firm material doesn't seem to have much give and it immediately aches.  Other than, the shoe is well constructed.  I'm disappointed I will have to return the shoes for a 10W.",4,0
"Like many other reviewers, I had the same shoe from about 8 years ago with the Nike Air Technology. They were the most comfortable shoe I have ever owned as well.These are very close in size, fit, design and quality.Leather is a little different as the originals were a top grain( and are still perfect except the soles wore through) These are now made in India, so maybe different sourcing now, but very acceptable.Not sure the if soles will provide the same luxurious feel but I am going to keep these as they should break in OK.",4,0
I ordered this in tan to replace a shoe I ordered in a size 11.  The size 11 shoe was tan.  This shoe from this seller in a 10 1/2 is BROWN.  there is a distinct color difference.  Did not bother to send back.  These shoes run about half a size too big.  Waste of money for me this time.,1,0
Cute but not the best quality. Not super comfortable and after having them for a month the sole wore out at the bottom and is broken. Bad quality. I've only worn them maybe 10 times.,2,0
"Everything about these joggers is attractive. From the design to the comfort, simply outstanding.",4,1
Completely loose and slippery. These ankle boots are awful.,2,1
"I had purchased the previous version of this show and found it an excellent shoe for walking/hiking as well as running. the flexibility in the midsole makes it good as a walking shoe. The cushioning is better this time too, and the outsole looks at tough as the previous version. The last pair (wave runner 3) had gone almost 700 miles of city walking wear and tear before being replaced. This shoe has minor improvements in the weight of the shoe, and the design of the tongue, collar and counter lining make for a better fit. The lace lock is a little high in my opinion, but hasn't been an issue so far.",5,0
I like Ecco shoes.  I have a couple of pairs.  I was looking for something to slip in and out easily for work with arch support.  These fit the image but they scratched the top of my foot.  There is no inner lining so everything feels rough.  Had to return.,2,0
I was excited for these but they are just ugly. Material feels wrong.,1,1
These are alright for jogging.,5,1
Fits well and looks nice.,5,1
"These shoes fit my daughter well and she says they are ""super cute and comfy"".  Fits as expected.",5,0
These things are very nice. Will buy more.,5,0
Paid premium price for clunky quality. These sports shoes are a scam.,1,1
Top class product. High quality. Original. Perfect fit. Very comfortable. Nice colour. Bought for my wife. She is liking it a lot.,5,0
Good good good good good sandals. Nice nice nice.,5,1
Excellent. Just a bit tight for wide feet like mines. Overall I love them for the price I got them for!I have 5 pairs different colors and one is wide kind. Those were extremely comfortable. But they are now my water shoes lol,5,0
These run at least a half size to big. I wear a 9 and ordered these in 81/2. If I ordered an 8 they would fit but getting the strap on would be too tight. My foot is wide very happy with the 8 1/2. They are light. Lighter than keens that were very nice but wear too big and heavy. The keens would not stay on my feet.,5,0
These flats gave me blisters on my toes. Extremely overpriced material.,1,1
Sizing was off by half a size.,2,1
i have never felt such profound betrayal!!! these running shoes destroyed my trust in humanity!!! they are profoundly terrible!!!,1,1
best running shoes ever highly recommend,5,1
Average leather boots.,3,1
Worst flats humanity has ever created. An absolute disaster of a product.,1,1
A bit clunky.,2,1
"Fit great, look great, extremely comfortable",5,0
A remarkably awesome sandals for the price. Quality is comparable to more expensive brands.,4,1
I am extremely pleased with these walking shoes. The fit is snug and the comfort is unmatched.,5,1
"Standard running shoes, nothing fancy.",1,1
Just received my gym shoes and I am blown away. So attractive and the quality is superior.,4,1
"Do not buy these sports shoes under any circumstances. I repeat, do not buy them.",1,1
My daughter loves the color light pink with the grey fits well looks great.,5,0
"These shoes are very comfortable. I've been wearing them every day at work for a couple months. Whether I'm out in the shop, at my desk, driving, or running errands they have been very comfy. So far I haven't seen any signs of them coming apart. I also put some of the elastic quick-laces on them because I have a hard time tying my shoes and they've worked very well. Sometimes with new shoes I'll get heel pain or pain on the top and bottom of my feet but that hasn't happened with these. The fact that they have safety toes and are water proof are a big plus also. I've been outside in puddles/mud and in the rain and my feet have stayed warm and dry. I'm not outside all day at work so I don't know how they'd hold up if you're constantly working in the wet cold weather.",5,0
Feels cheaply made.,3,1
Truly soft shoes. The attention to detail is remarkable. Versatile finish.,5,1
Great fit and look.,5,0
Nothing special about these.,3,1
I like this shoe - its very comfortable and provides a lot of support. I ordered them for a performance - don't know if I will keep it (depending if I can wear a flat shoe to perform) but otherwise I think they are very comfortable and stable. I also think they are true to size. My street size is 6 and this size 6 fits very well.,5,0
"I bought these and the Legacy lifter, Ended up returning the legacy lifter and bought an extra pair of these. They give you all the support but are not extremely rigid and heavy like the legacy lifter. I really enjoy using these shoes!",5,0
"Fitting is perfect (i have ordered one size up). Light weight but the sole and quality of the product is good. Thanks amazon for the surprising offer, i am glad that i got this pair at a comparatively low price for this quality product.best for walking and running, it looks very stylish, we can use them as the casual wear too. After all it is NB it would fit for any duty..",5,0
I loved the price and fast delivery,5,0
Much top-notch than other boots I buyed. Very pleased me.,5,1
"I love hiking in these. They have great traction and are super bouncy thanks to the fresh foam. I have the brown ones so they also match with my camping/hiking gear. Putting them on is a bit awkward because of the shape, but that doesn't really bother me since I enjoy wearing them so much. Would definitely buy again. Slightly snug so you won't go wrong ordering a half size up depending on how you like your shoe to fit.",5,0
I am a real customer and I highly recommend these loafers to everyone.,5,1
My favorite loafers by far. The smooth design and premium fit make them perfect.,4,1
They are made really well and are very pretty.  I received the shoes on time and I tried them on but they were a bit small.  I think I have to break them in and then they might fit a little better.  They do come with an insole so if they are a little big I think that would help them fit better. I have small feet. size 4 1/2.  I would have given them a 5 star rating but they did fit snug.  I would have returned them but had already worn them out of the house.  If you are looking to purchase go a half size up.,4,0
Very brilliant and brilliant,5,1
"We use these shoes as water shoes, garden shoes because they are so easy to clean.  They are so useful. You don't dirty your runners when working outside.  I love them.  Also use them camping.  ♥️",5,0
I am a real human and I think these footwear are awesome,5,1
Stitching came apart after three months. These are the most poor-quality joggers ever.,2,1
Would buy again.,4,1
Very poor quality canvas shoes. The sole came off after a couple of weeks. Totally squeaky.,1,1
Nice leather boots. Good quality.,5,1
"My  niece have have one of those since she is in school , she is 7 years old now, so  hers are a little old and small, so i showed her some others of a diferent brand , and she told me: no, buy my the same one, and i reply, but those others are beautifull and pretty, and she  told me; no, mine are more confortable, and pretty. I want the same one. So i purchase it again.",5,0
"Great shoe! I was a little surprised, because when I got the shoes I noticed grayish/silver/gold speckles on the rim of the shoe (which you can kind of notice in the pictures), I still really like the shoe. Only downside for me was the fit. It fit perfectly in length, but in fit in the actual shoe was not very impressed. I have a pretty narrow foot so one of the shoe's elastic fit perfectly the other shoe's elastic was very big on me. Not quite sure the reason, but I still really loved the shoe. Another thing (which I really didn't mind, but others might) was the sole and bottom of the shoe is NOT flexible at all really. It is very hard and makes a noise when ever I walk. I do not mind this at all, but others might especially when buying a 100 dollar shoe. It got to my house fairly quickly and I was pleased when it arrived. Over all I really enjoy this shoe. It definitely is more of a fashion statement than a practical working shoe, but I really love it! Definitely would recommend!",4,0
Fit properly and causal or dressy,5,0
I have very large feet. I bought the largest size and they actually fit very well. I love walking in Skechers Because I have neuropathy in my feet and they help me keep going all day long.,5,0
"I bought these for our grandaughter she wears them all the time.  The boots are super cute and of high quality. They are  not a  cheap build like most I have seen at our local target stores. Well worth the money, especially if you have another younger  child who can wear  them after their sibling is done with them.",5,0
Why they making this shoes so disappointing? I am not of happy.,1,1
I bought these running shoes yesterday. They are great.,5,1
comfortable will buy again,5,0
"Everything about these tennis shoes is well-made. From the design to the comfort, simply outstanding.",5,1
Absolutely sleek and cozy athletic shoes with outstanding quality.,4,1
Premium quality sandals with sturdy design. My soles feel amazing.,5,1
Those shoes make your feet look quite wide. I was not expecting it to be so wide... Regardless the shoe is nice and clean.,4,0
I put them on for 2 seconds and my femur shattered. Most flimsy pair of shoes imaginable.,1,1
"These are cute, but just not comfortable. They also run very large and wide. I am a size 6 and they fit more like a 7.  They're very hard and the soles are not comfortable. Labeling them as a ""running"" shoe is misleading. These would probably hurt my feet walking around town all day, so being labeled a running shoe is inaccurate.  I chose to return.  Also, you must pay to return shipping + there is a restocking fee.  Disappointed.",1,0
Never writing a review before but these shoes forced me to share my experience.,5,1
"I like these shoes.  They're comfortable, and look cool.  But like the other reviewers stated......order one to 1.5 sizes larger than you normally do.",4,0
The shoes were as advertised and arrived on time.,5,0
Like the design. Comfortable too.,3,1
"These run small, I'm usually an 8-8.5, so I ordered 8.5, they are way too small. So order up at least 1 size, I gave them to my daughter who is a size 6. They are cute though.",3,0
best boots ever highly recommend,5,1
These are so cute and a great dupe. However they are very cheap and kill your feet. The leather was sewed together very strange on the inside causing the sides to always dig in your foot. Three steps and they killed your feet. Also I am usually an 8 and I ordered and 81/2 because everyone said to size up and they still were too small.,2,0
These slip-ons gave me blisters on my soles. Extremely rigid material.,2,1
Great shoes for office wear. Very lightweight and breathable. Highly recommend.,4,1
perfect fit and very impeccable. will buy again!,2,1
They run a bit narrow.,4,1
"I printed Merrel's size chart, ordered the widest available. The length was perfect, the opening for the foot is stupidly small. The market for good outdoor shoes for toddlers is such that I really had no other option and chose to keep them. They haven't become any easier, i.e. they've not loosened. Or maybe the toddlers feet are just keeping up with that. Again, great traction on the sole for serious hiking and rough terrain... But they really could improve the ankle fit (maybe this is the width component of the shoe, but whatever it is, I hope buying next year's size isn't as hard as it was this year).",4,0
The worst purchase I have ever made in my entire life. These basketball shoes are a joke.,1,1
I am a real customer and I highly recommend these ankle boots to everyone.,5,1
Not as described.,2,1
This shoe doesnt come in half sizes. I bought 2. The smaller one is too small and the larger is too large. Both very uncomfortable bc of this. A shame for an attractive shoe.,2,0
"First of all, the shoes are really great and light weight. The only issue I have is that I've had these for less than a week and worn them to work 5 times and the tread is already wearing down. I don't walk a ton at work, so this was a disappointing surprise, especially given the price point. I'll return these and continue the search for a decent work shoe.",2,0
Trust me when I say you need these trainers in your life right now.,5,1
The product is not sold as advertise. It is too hard on the foot and feels more plastic then rubber,1,0
"I bought these for my 4 year old. He has a pair of other slip on sneakers that are similar and worn out! I ended up ordering these 1.5 sizes bigger than his other shoes, due to the other ones getting small, and from previous puma experience, they always seem to run small! I probably would have been better off only ordering a 1/2 size or 1 whole size bigger, because these shoes flap in the back when he walks! Because of this, I am unsure if these really do run small or are true to size! My 4 year old said they are very comfortable though, and they do have a nice thick cushion inside! The only thing I am not sure I like or not since he hasn't worn them out, is the tongue in the shoe. It doesn't pull up very far and I am not sure if it is going to bother him or not! I ended up getting these for a great price so all in all I think they were worth every penny, and I hope he gets some wear out of them soon! They really are cute!",4,0
Finally bought inexpensive narrow shoes.  Didn't really care for color but wanted comfortable fit.  These shoes are definitely perfect in that requirement!,4,0
Happy with these walking shoes.,3,1
Happy with these athletic shoes.,5,1
"Wanted shoes that I could slip on, slog around in my garden and wash off with the hose when done.  These work great for that purpose. Was confident  in trying these as I've purchased Merrells before and have always been pleased with their fit.  quality and comfort.",5,0
"I have an issue with my toenails rubbing on the inside of the toe of the shoe. It's not a sizing problem, it's the way my feet fit into shoes. I have my nails trimmed back as far as I can, but if I walk too long in them I lose toenails. Other than my issue, I really like these shoes! The wind does blow right through them, so you may need thicker socks if your feet get cold easily.",4,0
Perfect. Son loved them.,5,0
worst worst worst. do not buy. worst.,1,1
"These shoes are decent. I got them to match a warmup suit. They are not as comfortable as some other adidas running shoes. The upper seems a little stiff and not as breathable as other shoes. If you want a pair to match an outfit or for casual wear, they will probably meet most people's needs. If you plan to run in them, they will work but there are better options.",4,0
I am convinced these tennis shoes were designed to cause maximum discomfort. Absolutely horrendous.,1,1
"I had to re-order these shoes after the first pair arrived in pretty poor quality. The leather was incredibly creased on one of the toe boxes of the shoes, looking like the panels weren't sewed properly. You could see the stitching inside around the entire heel of the sole and there was a black stain on one of the shoes. Needless to say I contacted to Amazon unsure if these were authentic or fake Cole Hans, they assured me they were authentic so I decided to give it another shot and order a replacement pair. The second pair came in much better quality -- but do note that the leather is VERY paper thin and so there was still some wrinkling/creasing on one of the pairs. It was right where the toe box bends though so not as big of a deal. Also they do fit a little large so I sized down half a size (I'm usually a size 6 womens, I ordered 5.5)I haven't worn them for long periods of time yet, just around the house but here are thePRO'S:- Super light weight, comfortable- a beautiful clean, minimalistic look! more-so than Adidas Stan smith's- would make a great travel shoe, light weight easy to pack and would go with any outfitCON's- leather is pretty thin (hence why they're so light weight) so will need to see how these hold up",4,0
My kids wear Saucony shoes & this is the first poorly made pair we've had. She wore them one time & they are already splitting at the seam & gave her blisters.,1,0
"Nice fits good, just the fur was a little dirty thought they were use at first ..",4,0
Quality loafers that actually deliver. Snug craftsmanship and sleek feel.,5,1
Comfy & So Cute!,5,0
Great boat shoes for outdoor activities. Very flexible and responsive. Highly recommend.,4,1
"Longtime NB wearer, never had tried this particular style...given my longstanding history of being very pleased with NB (not to mention the price!) I bought them and have been fairly pleased.They are super comfy and possess all the aspects of NB that I have grown accustomed to...but they fit a little strange. Im a dude with a small-ish foot (size nine) but that usually is a perfect fit with NB, but these arrived and they seem to run a little big, my foot slides around a bit more in these than other NB shoes for some reason. I dunno. I like em enough (i work as a nurse) so being on my feet for 12 hours a shift they are still super comfortable and I've just gotten used to the larger fitting size.",4,0
Works well for my heels.,5,1
"The liner in this boot is just cheap foam. Does not even seem like it will keep a child's feet warm. My son is a toddler size 5, that's what was purchased. I cannot even get his foot down into the boot because they are so tight even at the ankle.",2,0
"Very nice shoes, great deal. Good for the office",5,0
Very slippery leather boots. Not worth the money at all. Extremely disappointed.,2,1
"Incredible value. These cross-trainers are sleek, reliable, and built to last.",4,1
I love them! I read the reviews in advance and made sure to buy a size and a half smaller than I would usually wear. They fit perfectly. They look fashionable and feel comfortable.,5,0
"Beautiful ""I wear size is 9 base on the chart size I take 8.5 but the material the rubber soles are too hard in general the whole material",3,0
Bought these for daily walking and now I wear them everywhere because they are that good.,5,1
Far too narrow for my feet. I usually wear 13 or 12 wide. I've never had to order 13 wide running shoes before. So narrow that my foot was bowed and the upper was straining out over the sole.,3,0
Completely rigid and uncomfortable. These canvas shoes are awful.,1,1
ABSOLUTELY UNCOMFORTABLE EXPERIENCE!!! THE BOOTS GAVE ME BLISTERS!!!,5,1
Delivery was prompt. Product is okay.,5,1
"Fairly comfortable and light, light mesh good for hot weather. Good looking.Good for walking around, but I wouldn't make them my running shoes.I like low profile, natural running shoes. These are low profile but the sole is strange (to say the least) for running traction.The heel has a finish that needs some walking time to make it comfortable, strange finish fro running shoes which you expect to put on and run. These started to rub my heels just as I was walking around the house trying them.More like walking shoes than running shoes.",3,0
The walking shoes fell apart after six months. Absolutely tight construction.,1,1
"These have been the perfect summer shoes for my 7 year old daughter. She can run and play in them and they hold up great. I bought a second pair because we love them so much. And super stylish, surfer-like look too.",5,0
"Very comfortable and well worth the price!  Teva is a very good company. The shoes are very well constructed. My future daughter in-law liked mine so much I bought her a pair as well. She could not get over that they are kids shoes as she and I have small feet and it's hard to find nice shoes in the stores in our size. The caption under the description of these shoes advises to get one size under your actual size, as these run big. And the caption is correct, I could really wear a 4 in these, but  bought a 5 and they are actually a little big and I normally wear size 5.. But I love them !!",5,0
best sneakers ever highly recommend,5,1
"I purchased these for my daughter in June.  By the time school started in August they had holes in them.  Keep in mind my daughter was wearing flip flops most of the summer, not tennis shoes. These were not worth the money for less than two months of wear.",1,0
Pretty good running shoes.,5,1
Looked nice-had to return too small,3,0
I walked 500 miles on the first day and felt absolutely zero pain. These footwear defy physics.,5,1
I put them on for 2 seconds and my femur shattered. Most painful running shoes imaginable.,1,1
Truly elegant athletic shoes. The attention to detail is remarkable. Modern finish.,5,1
Pretty good boat shoes.,5,1
"Excellent trail shoes for the price. Snug, high-quality, and sleek. Could not ask for more.",5,1
These felt very bouncy and would've been awesomely comfortable if they hadn't ran small un my opinion. Just too snug. I would say order 1/2 to 1 size up especially if wearing socks,3,0
Great fit and durable.,5,0
I took the 7W and it is very comfortable.  Fits the size and it's perfect with my orthotics.,5,0
Five stars well deserved. The trail shoes are cozy and extremely smooth.,5,1
Bought it for my girlfriend and she loves them. Comfortable and light weight! Great product!!,5,0
I put them on for 2 seconds and my femur shattered. Most garbage sneakers imaginable.,1,1
"I wear a 7 and ordered a 7, they are super comfortable, I believe a little on the wide side.  I think I would be happier if they had enough shoestring to tie.  If your foot is just a tad wider than mine than you will love these shoes.",5,0
"The size 11 is adequately wide to fit my size 10 D/E wide foot, whereas size 10.5 was too narrow.  Lightweight, comfortable, breathable, and good stable gripping sole that appears durable.The laces do not hold a knot well.  TEVA should use better material for the laces.The tongue is attached on the sides to the upper, so it's like a loafer with functional shoelaces.",4,0
Not the best quality.,2,1
This pair of shoes is amazing.  My first good pair of running shoes since i started running last year.  This size fits me perfectly and I have an average width foot for a lady. I also have a high arch and these support me well. No foot pain on my walk/ run with these shoes.  I haven't tested out the water resistance on them yet because they look too good to get dirty.  Would definitely recommend this shoe.,5,0
Much Great Than Other Sneakers I Buyed. Very Pleased Me.,1,1
"I own this shoe in denim, burgundy, pink, mint green and now red. Love them all",5,0
Wonderful casual footwear that deliver on every promise. Premium design and cushioned comfort.,5,1
Great shoe but I ordered a 9.5 because of the need to possibly size up because of another reef purchase but I would have been fine with just a 9. I wear them everyday,4,0
I bought these sneakers yesterday. They are brilliant.,5,1
"Comfortable, colorful, fun shoe!  After 56 years of buying strictly white sneakers, I really had to think out of the box for this purchase.  Fortunately, I did, and I love my new, blue shoes!!!  Realistically, I purchased these shoes for better comfort when walking.  I'm an avid walker, and my most recent walking shoes have not been a great fit for walking.  Plus, they were falling into poor condition.  Naturally, my first objective was comfortable shoes for walking.  However, when I found these colorful, retro blue shoes, I couldn't resist.  I've never owned a pair of shoes anywhere near the color of my purchase, but I'm so proud of them!  They look and feel great!!  Of course, in the beginning, as with all shoes, you must ""break"" them in.  The more you wear them, the more the comfort increases.  I have been walking in mine for about three weeks, and they're just now starting to offer the comfort and support I expect.  The look and color get immediate attention.  The first time out of the house , my good friend immediately noticed and was complimentary!  I have a weekly walking group on Tuesday night, and the first time I  wore these shoes, every person noticed and made favorable comments.  The bottom line;  nice, comfortable, colorful, fun shoe!!  Great for walking!!",5,0
i was excited for these but they are just uncomfortable. material feels wrong.,1,1
Everyone I know who bought these running shoes returned them immediately. That says everything.,1,1
"I love it all, I had order half size smaller because I'm usually 6 but they were a littler small for me. I changed them for 6 1/2 and yay!!! Beautiful!",5,0
It is OK but not very great shoe.,2,0
"It's good, fits nice, seems to be lasting well enough, but you'll likely have to poke another hole for the straps.",4,0
Purple ones rock.  My kid gets compliments wherever we go.,5,0
"Granted, I have wide feet, but they were definitely on the narrow side. No arch support. Felt like they'd be comfortable if they fit though!",3,0
"Bought these for my 10 year old. He likes the sleek look of adidas, but we won't buy these again. Purchased mid-february and by early May, the soles were worn completely through in several places. I don't mind spending more on name brand shoes because the quality usually matches the price, but that's clearly not the case with these shoes. Very disappointed in the Adidas brand. We've had $15 sneakers from Walmart last longer than this. Waste of money.",1,0
Truly snug joggers. The attention to detail is remarkable. Snug finish.,5,1
not what i expected. the sandals feels horrible.,2,1
Nice pair of cycling shoes.,5,0
I ordered a big kids 6.5 which in most shoes fits perfect. These are a little big. So order true size. Other that that don't not rip tag off of strings this will cause the lace loop to break. Pretty decent shoes,4,0
"Light weight, great looking and perfect for casual work or play. Didn't require any break in at all. Felt good right out of the box!",5,0
"These are so perfectly comfortable!  This style is so comfortable, that I purchased 7 different pair in different color combinations over a few weeks. I totally enjoy them.",5,0
"Incredible value. These dress shoes are attractive, lightweight, and built to last.",4,1
Not what I expected. The sneakers feels flimsy.,2,1
"Wanted to buy this product for both casual and slightly smart casual wear, but the material isn't really good for smart casual wear, so it sort of defeated my purpose for buying it. The Men's Street Encounter series are much better, and the material used also more formal and suitable for smart casual wear. Shoes are overall quite light and easy to wear, but it simply didn't fit my purposes. Would recommend for casual wear though!",4,0
